Gene stable ID,Gene name,NCBI gene (formerly Entrezgene) ID
ENSGALG00010015349,,
ENSGALG00010015350,,
ENSGALG00010015351,,
ENSGALG00010015352,,
ENSGALG00010015353,RELL1,422795
ENSGALG00010015354,,
ENSGALG00010015355,,
ENSGALG00010015356,,
ENSGALG00010015357,,
ENSGALG00010015358,,
ENSGALG00010015359,,
ENSGALG00010015360,,
ENSGALG00010015361,,
ENSGALG00010015362,ATP9A,419345
ENSGALG00010015363,,
ENSGALG00010015364,CLOCK,373991
ENSGALG00010015365,,
ENSGALG00010015366,,
ENSGALG00010015367,,
ENSGALG00010015368,,
ENSGALG00010015369,,
ENSGALG00010015370,,422171
ENSGALG00010015371,,
ENSGALG00010015372,,
ENSGALG00010015373,,
ENSGALG00010015374,LIMS1,414880
ENSGALG00010015375,,
ENSGALG00010015376,,
ENSGALG00010015377,,
ENSGALG00010015378,,
ENSGALG00010015379,,
ENSGALG00010015380,,
ENSGALG00010015381,,
ENSGALG00010015382,,
ENSGALG00010015383,,
ENSGALG00010015384,TAF12,419585
ENSGALG00010015385,,
ENSGALG00010015386,SLC24A4,772279
ENSGALG00010015387,,
ENSGALG00010015388,PSMD1,424926
ENSGALG00010015389,,
ENSGALG00010015390,CCNB3,396167
ENSGALG00010015391,SYN3,100857420
ENSGALG00010015392,TMEM165,428780
ENSGALG00010015393,DCX,374242
ENSGALG00010015394,,
ENSGALG00010015395,,
ENSGALG00010015396,,
ENSGALG00010015397,SRD5A3,422750
ENSGALG00010015398,,
ENSGALG00010015399,,
ENSGALG00010015400,,
ENSGALG00010015401,,
ENSGALG00010015402,,
ENSGALG00010015403,,
ENSGALG00010015404,BEND4,422777
ENSGALG00010015405,,
ENSGALG00010015406,,
ENSGALG00010015407,TIMP3,396483
ENSGALG00010015408,,
ENSGALG00010015409,FAM13B,416297
ENSGALG00010015410,HTR2B,395581
ENSGALG00010015411,,
ENSGALG00010015412,,
ENSGALG00010015413,CARNMT1,427256
ENSGALG00010015414,,
ENSGALG00010015415,,
ENSGALG00010015416,CAPN6,422341
ENSGALG00010015417,,
ENSGALG00010015418,,
ENSGALG00010015419,,
ENSGALG00010015420,,
ENSGALG00010015421,,
ENSGALG00010015422,DGKK,422129
ENSGALG00010015423,,
ENSGALG00010015424,,
ENSGALG00010015425,,
ENSGALG00010015426,,
ENSGALG00010015427,,
ENSGALG00010015428,,
ENSGALG00010015429,,
ENSGALG00010015430,HMGCL,396316
ENSGALG00010015431,RIN3,423417
ENSGALG00010015432,,
ENSGALG00010015433,,
ENSGALG00010015434,,
ENSGALG00010015435,,
ENSGALG00010015436,SLC30A9,422778
ENSGALG00010015437,,
ENSGALG00010015438,,
ENSGALG00010015439,,
ENSGALG00010015440,,428212
ENSGALG00010015441,,
ENSGALG00010015442,,
ENSGALG00010015443,PAK3,422342
ENSGALG00010015444,,
ENSGALG00010015445,,
ENSGALG00010015446,,
ENSGALG00010015447,,
ENSGALG00010015448,,
ENSGALG00010015449,HDX,422272
ENSGALG00010015450,,
ENSGALG00010015451,,
ENSGALG00010015452,,
ENSGALG00010015453,,
ENSGALG00010015454,,
ENSGALG00010015455,,
ENSGALG00010015456,,
ENSGALG00010015457,,
ENSGALG00010015458,,
ENSGALG00010015459,,
ENSGALG00010015460,,
ENSGALG00010015461,,
ENSGALG00010015462,,
ENSGALG00010015463,,
ENSGALG00010015464,,
ENSGALG00010015465,,
ENSGALG00010015466,NMRK1,427257
ENSGALG00010015467,,
ENSGALG00010015468,,101751782
ENSGALG00010015469,TMEM33,422779
ENSGALG00010015470,,
ENSGALG00010015471,,
ENSGALG00010015472,LGMN,423418
ENSGALG00010015473,,
ENSGALG00010015474,PHOX2B,395548
ENSGALG00010015475,,
ENSGALG00010015476,,
ENSGALG00010015477,ARMC9,424929
ENSGALG00010015478,FBXO7,418063
ENSGALG00010015479,,
ENSGALG00010015480,,
ENSGALG00010015481,GOLGA5,423419
ENSGALG00010015482,,
ENSGALG00010015483,SGCD,416251
ENSGALG00010015484,,
ENSGALG00010015485,BCAS1,419338
ENSGALG00010015486,MTFR1L,419586
ENSGALG00010015487,RPS6KA6,422273
ENSGALG00010015488,,
ENSGALG00010015489,,
ENSGALG00010015490,RANBP2,776067
ENSGALG00010015491,,
ENSGALG00010015492,,
ENSGALG00010015493,OSTF1,427258
ENSGALG00010015494,CHRDL1,373985
ENSGALG00010015495,,
ENSGALG00010015496,,112532681
ENSGALG00010015497,,
ENSGALG00010015498,MID2,422131
ENSGALG00010015499,,
ENSGALG00010015500,,
ENSGALG00010015501,,
ENSGALG00010015502,BPIFB6,107049084
ENSGALG00010015503,,
ENSGALG00010015504,,
ENSGALG00010015505,CHGA,423420
ENSGALG00010015506,,
ENSGALG00010015507,AMMECR1,422343
ENSGALG00010015508,FUCA1,419687
ENSGALG00010015509,,
ENSGALG00010015510,,
ENSGALG00010015511,BPIFB4,428160
ENSGALG00010015512,,
ENSGALG00010015513,,
ENSGALG00010015514,,
ENSGALG00010015515,BPIFCB,771461
ENSGALG00010015516,SELENON,419587
ENSGALG00010015517,,
ENSGALG00010015518,,
ENSGALG00010015519,,
ENSGALG00010015520,UBE3A,418686
ENSGALG00010015521,DKC1,422196
ENSGALG00010015522,,
ENSGALG00010015523,MRPL22,416253
ENSGALG00010015524,CNR2,428232
ENSGALG00010015525,,
ENSGALG00010015526,,
ENSGALG00010015527,,
ENSGALG00010015528,,
ENSGALG00010015529,,
ENSGALG00010015530,,
ENSGALG00010015531,,
ENSGALG00010015532,NXT2,422346
ENSGALG00010015533,PSAT1,427263
ENSGALG00010015534,,
ENSGALG00010015535,,
ENSGALG00010015536,,
ENSGALG00010015537,,
ENSGALG00010015538,,
ENSGALG00010015539,,
ENSGALG00010015540,ACSL4,422345
ENSGALG00010015541,RASEF,427451
ENSGALG00010015542,CNGA3,396144
ENSGALG00010015543,,
ENSGALG00010015544,RTCB,418064
ENSGALG00010015545,,
ENSGALG00010015546,,
ENSGALG00010015547,,
ENSGALG00010015548,,
ENSGALG00010015549,,101750367
ENSGALG00010015550,,
ENSGALG00010015551,VWA3B,418688
ENSGALG00010015552,,
ENSGALG00010015553,ASCL4,427912
ENSGALG00010015554,,
ENSGALG00010015555,PNRC2,419688
ENSGALG00010015556,,
ENSGALG00010015557,IRS4,422347
ENSGALG00010015558,MPP1,422197
ENSGALG00010015559,,
ENSGALG00010015560,,
ENSGALG00010015561,,
ENSGALG00010015562,IRF9,395243
ENSGALG00010015563,B3GNT7,424930
ENSGALG00010015564,PKD2L2,416298
ENSGALG00010015565,ITPK1,423421
ENSGALG00010015566,,
ENSGALG00010015567,,
ENSGALG00010015568,,
ENSGALG00010015569,,
ENSGALG00010015570,LIMCH1,422780
ENSGALG00010015571,DUSP15,419277
ENSGALG00010015572,,
ENSGALG00010015573,MAN1C1,419588
ENSGALG00010015574,C14orf132,
ENSGALG00010015575,,
ENSGALG00010015576,,
ENSGALG00010015577,,
ENSGALG00010015578,,
ENSGALG00010015579,,
ENSGALG00010015580,GEMIN5,416254
ENSGALG00010015581,,
ENSGALG00010015582,,
ENSGALG00010015583,PRDM4,418065
ENSGALG00010015584,TTLL9,771843
ENSGALG00010015585,BDKRB1,772372
ENSGALG00010015586,,
ENSGALG00010015587,,
ENSGALG00010015588,BDKRB2,428906
ENSGALG00010015589,FRMD3,427452
ENSGALG00010015590,SNORA66,112530786
ENSGALG00010015591,U1,112530789
ENSGALG00010015592,,
ENSGALG00010015593,,
ENSGALG00010015594,SNORD72,112530791
ENSGALG00010015595,U2,
ENSGALG00010015596,UCHL1,770302
ENSGALG00010015597,gga-mir-449b,100315859
ENSGALG00010015598,,
ENSGALG00010015599,,
ENSGALG00010015600,,
ENSGALG00010015601,gga-mir-1584,100315726
ENSGALG00010015602,gga-mir-1631,100315913
ENSGALG00010015603,,
ENSGALG00010015604,gga-mir-449d,114482589
ENSGALG00010015605,LDLRAP1,419589
ENSGALG00010015606,TMEM131,418689
ENSGALG00010015607,gga-mir-6613,102465357
ENSGALG00010015608,,
ENSGALG00010015609,,
ENSGALG00010015610,,416299
ENSGALG00010015611,gga-mir-449c,100315796
ENSGALG00010015612,,
ENSGALG00010015613,PWP1,418066
ENSGALG00010015614,ATG2A,423441
ENSGALG00010015615,,
ENSGALG00010015616,NADK2,427438
ENSGALG00010015617,SRSF10,419689
ENSGALG00010015618,NCL,396201
ENSGALG00010015619,,
ENSGALG00010015620,PDRG1,771852
ENSGALG00010015621,IDNK,427453
ENSGALG00010015622,,
ENSGALG00010015623,,
ENSGALG00010015624,ITGA1,395951
ENSGALG00010015625,,
ENSGALG00010015626,XKR7,771861
ENSGALG00010015627,,
ENSGALG00010015628,UBQLN1,427454
ENSGALG00010015629,,
ENSGALG00010015630,,
ENSGALG00010015631,GSKIP,423442
ENSGALG00010015632,COL4A5,422348
ENSGALG00010015633,CCM2L,419279
ENSGALG00010015634,,101750973
ENSGALG00010015635,ABTB3,771493
ENSGALG00010015636,APBB2,422781
ENSGALG00010015637,,
ENSGALG00010015638,,
ENSGALG00010015639,,
ENSGALG00010015640,,
ENSGALG00010015641,,
ENSGALG00010015642,,121106505
ENSGALG00010015643,,
ENSGALG00010015644,,
ENSGALG00010015645,TMEM57,419590
ENSGALG00010015646,,
ENSGALG00010015647,PDZD2,427421
ENSGALG00010015648,,693258
ENSGALG00010015649,,
ENSGALG00010015650,,121108352
ENSGALG00010015651,,
ENSGALG00010015652,,
ENSGALG00010015653,HCK,419280
ENSGALG00010015654,,
ENSGALG00010015655,,
ENSGALG00010015656,,
ENSGALG00010015657,NMUR1,429150
ENSGALG00010015658,,
ENSGALG00010015659,,
ENSGALG00010015660,KLHL3,416303
ENSGALG00010015661,,
ENSGALG00010015662,,
ENSGALG00010015663,AK7,428907
ENSGALG00010015664,NSUN7,422782
ENSGALG00010015665,,
ENSGALG00010015666,,
ENSGALG00010015667,,
ENSGALG00010015668,ZNF217,107048990
ENSGALG00010015669,INPP4A,418690
ENSGALG00010015670,PTMA,424931
ENSGALG00010015671,,
ENSGALG00010015672,,
ENSGALG00010015673,,
ENSGALG00010015674,RFKL,431449
ENSGALG00010015675,,
ENSGALG00010015676,TGM2,396432
ENSGALG00010015677,GRHL3,419695
ENSGALG00010015678,,
ENSGALG00010015679,,
ENSGALG00010015680,FRG1BP,422726
ENSGALG00010015681,,
ENSGALG00010015682,,
ENSGALG00010015683,,
ENSGALG00010015684,PDE6D,424932
ENSGALG00010015685,,
ENSGALG00010015686,CNOT8,416255
ENSGALG00010015687,gga-mir-1845,100315902
ENSGALG00010015688,gga-mir-1559,100315713
ENSGALG00010015689,,
ENSGALG00010015690,gga-mir-1812,100316017
ENSGALG00010015691,EXOC3L4,423476
ENSGALG00010015692,,
ENSGALG00010015693,COA5,769722
ENSGALG00010015694,,
ENSGALG00010015695,ASAH1,422727
ENSGALG00010015696,,
ENSGALG00010015697,FAXDC2,416256
ENSGALG00010015698,TNFAIP2,423477
ENSGALG00010015699,,
ENSGALG00010015700,,
ENSGALG00010015701,UNC50,418691
ENSGALG00010015702,,
ENSGALG00010015703,GK5,424779
ENSGALG00010015704,,
ENSGALG00010015705,NPY6R,693264
ENSGALG00010015706,,423478
ENSGALG00010015707,,
ENSGALG00010015708,,
ENSGALG00010015709,RBMXL3,416302
ENSGALG00010015710,,428778
ENSGALG00010015711,LBFABP,395345
ENSGALG00010015712,,
ENSGALG00010015713,,
ENSGALG00010015714,,
ENSGALG00010015715,,
ENSGALG00010015716,MGAT4A,418692
ENSGALG00010015717,,
ENSGALG00010015718,,
ENSGALG00010015719,XRN1,424778
ENSGALG00010015720,,
ENSGALG00010015721,,
ENSGALG00010015722,,
ENSGALG00010015723,,
ENSGALG00010015724,,
ENSGALG00010015725,,
ENSGALG00010015726,,
ENSGALG00010015727,,
ENSGALG00010015728,,121113177
ENSGALG00010015729,RHCE,395121
ENSGALG00010015730,,
ENSGALG00010015731,PHF6,422235
ENSGALG00010015732,,
ENSGALG00010015733,COL4A6,422350
ENSGALG00010015734,TSHZ2,419341
ENSGALG00010015735,,
ENSGALG00010015736,,
ENSGALG00010015737,,
ENSGALG00010015738,CRACDL,100858050
ENSGALG00010015739,,
ENSGALG00010015740,,
ENSGALG00010015741,,
ENSGALG00010015742,HPRT1,395653
ENSGALG00010015743,,
ENSGALG00010015744,,
ENSGALG00010015745,,
ENSGALG00010015746,PAPOLB,395878
ENSGALG00010015747,,
ENSGALG00010015748,,
ENSGALG00010015749,ATR,424777
ENSGALG00010015750,,
ENSGALG00010015751,MYOM3,419690
ENSGALG00010015752,,
ENSGALG00010015753,RPRD1B,419295
ENSGALG00010015754,,
ENSGALG00010015755,,
ENSGALG00010015756,PCM1,395204
ENSGALG00010015757,,
ENSGALG00010015758,PCDH19,422263
ENSGALG00010015759,EIF5,423479
ENSGALG00010015760,,
ENSGALG00010015761,,
ENSGALG00010015762,,
ENSGALG00010015763,,
ENSGALG00010015764,TTI1,419296
ENSGALG00010015765,,
ENSGALG00010015766,TLE1,427450
ENSGALG00010015767,,
ENSGALG00010015768,,
ENSGALG00010015769,TMEM50A,769637
ENSGALG00010015770,,
ENSGALG00010015771,,
ENSGALG00010015772,TSGA10,418696
ENSGALG00010015773,gga-mir-199b,100315977
ENSGALG00010015774,PLS1,396291
ENSGALG00010015775,,
ENSGALG00010015776,SPOCK1,416304
ENSGALG00010015777,,
ENSGALG00010015778,PABIR3,422237
ENSGALG00010015779,,
ENSGALG00010015780,,
ENSGALG00010015781,,
ENSGALG00010015782,ATG4A,772074
ENSGALG00010015783,,
ENSGALG00010015784,,
ENSGALG00010015785,FGL1A,422728
ENSGALG00010015786,,
ENSGALG00010015787,,
ENSGALG00010015788,TRPC1,424776
ENSGALG00010015789,,
ENSGALG00010015790,,
ENSGALG00010015791,,
ENSGALG00010015792,MARK3,423480
ENSGALG00010015793,RSRP1,419592
ENSGALG00010015794,,
ENSGALG00010015795,PSMD10,422351
ENSGALG00010015796,LARP1,416258
ENSGALG00010015797,PIP5K1B,427243
ENSGALG00010015798,IL22RA1,419692
ENSGALG00010015799,,
ENSGALG00010015800,BVES,408032
ENSGALG00010015801,VSTM2L,419297
ENSGALG00010015802,TRPC7,427641
ENSGALG00010015803,SYF2,419593
ENSGALG00010015804,CKB,396248
ENSGALG00010015805,,
ENSGALG00010015806,,
ENSGALG00010015807,IFNLR1,121107463
ENSGALG00010015808,,
ENSGALG00010015809,PCOLCE2,429124
ENSGALG00010015810,LIPT1,418697
ENSGALG00010015811,CTNNBL1,419299
ENSGALG00010015812,,
ENSGALG00010015813,,418699
ENSGALG00010015814,PAQR9,100858936
ENSGALG00010015815,VSIG1,414795
ENSGALG00010015816,MITD1,418698
ENSGALG00010015817,,107053589
ENSGALG00010015818,,
ENSGALG00010015819,,
ENSGALG00010015820,,418700
ENSGALG00010015821,,
ENSGALG00010015822,WFDC2,100859272
ENSGALG00010015823,SLC28A3,427459
ENSGALG00010015824,,
ENSGALG00010015825,RUNX3,769687
ENSGALG00010015826,,
ENSGALG00010015827,,422353
ENSGALG00010015828,,419300
ENSGALG00010015829,SMAD5,395679
ENSGALG00010015830,,
ENSGALG00010015831,LYG2,395708
ENSGALG00010015832,RAB39B,422354
ENSGALG00010015833,,
ENSGALG00010015834,STARD8,121113224
ENSGALG00010015835,HAND1,395812
ENSGALG00010015836,,
ENSGALG00010015837,GDA,427253
ENSGALG00010015838,IFNLR1,419694
ENSGALG00010015839,U2SURP,424773
ENSGALG00010015840,MTUS1,422729
ENSGALG00010015841,,
ENSGALG00010015842,,
ENSGALG00010015843,RXFP2,428695
ENSGALG00010015844,,
ENSGALG00010015845,SAP30L,
ENSGALG00010015846,,
ENSGALG00010015847,,
ENSGALG00010015848,UBE2B,100857678
ENSGALG00010015849,,
ENSGALG00010015850,,418701
ENSGALG00010015851,,
ENSGALG00010015852,ZFAND5,427254
ENSGALG00010015853,,
ENSGALG00010015854,,
ENSGALG00010015855,NIPAL3,419697
ENSGALG00010015856,TXNDC9,418702
ENSGALG00010015857,,
ENSGALG00010015858,CHST2,
ENSGALG00010015859,,101751715
ENSGALG00010015860,,
ENSGALG00010015861,PPP2CA,416318
ENSGALG00010015862,PDGFRL,769077
ENSGALG00010015863,,420716
ENSGALG00010015864,,
ENSGALG00010015865,VRK1,423443
ENSGALG00010015866,ARHGEF6,422247
ENSGALG00010015867,,772071
ENSGALG00010015867,,422355
ENSGALG00010015868,,
ENSGALG00010015869,SLC7A2,422730
ENSGALG00010015870,EIF5B,395514
ENSGALG00010015871,,
ENSGALG00010015872,TMC1,427255
ENSGALG00010015873,,
ENSGALG00010015874,CLIC4,419595
ENSGALG00010015875,DNTTIP1,431225
ENSGALG00010015876,SKP1,416319
ENSGALG00010015877,REV1,418703
ENSGALG00010015878,SNORD83A,
ENSGALG00010015879,TRMT61A,423481
ENSGALG00010015880,gga-mir-1593,100315731
ENSGALG00010015881,GAB3,428717
ENSGALG00010015882,gga-mir-12211,114483374
ENSGALG00010015883,gga-mir-1742,100315814
ENSGALG00010015884,gga-mir-7450,102465726
ENSGALG00010015885,gga-mir-7450,
ENSGALG00010015886,AFF3,418705
ENSGALG00010015887,SLC9A9,424772
ENSGALG00010015888,gga-mir-6700,102466713
ENSGALG00010015889,SH3BP5,420682
ENSGALG00010015890,gga-mir-490,777907
ENSGALG00010015891,gga-mir-12210,114482961
ENSGALG00010015892,UBE2U,100859413
ENSGALG00010015893,TCF7,395229
ENSGALG00010015894,CEP78,431612
ENSGALG00010015895,RBMXL1,422248
ENSGALG00010015896,LONRF2,418706
ENSGALG00010015897,,
ENSGALG00010015898,,107054848
ENSGALG00010015899,SMARCA1,422358
ENSGALG00010015900,,415496
ENSGALG00010015901,GPR12L,100858332
ENSGALG00010015902,,
ENSGALG00010015903,,100858087
ENSGALG00010015904,MTMR7,422731
ENSGALG00010015905,ANPEP,395667
ENSGALG00010015906,BAG5,423482
ENSGALG00010015907,TSSK6L1,428720
ENSGALG00010015908,CHRD,395828
ENSGALG00010015909,TNNC2,396434
ENSGALG00010015910,C5orf15,416321
ENSGALG00010015911,TM9SF2L,422249
ENSGALG00010015912,,
ENSGALG00010015913,CHST10,395206
ENSGALG00010015914,SRRM1,428216
ENSGALG00010015915,,
ENSGALG00010015916,COA8,423483
ENSGALG00010015917,TMEM63A,421319
ENSGALG00010015918,BICD1,427919
ENSGALG00010015919,,428455
ENSGALG00010015920,KCNE5,100858624
ENSGALG00010015921,SNX21,419302
ENSGALG00010015922,,
ENSGALG00010015923,RCAN3,419698
ENSGALG00010015924,,
ENSGALG00010015925,,
ENSGALG00010015926,,
ENSGALG00010015927,GLA,422188
ENSGALG00010015928,CAPN7,420683
ENSGALG00010015929,SLC6A12,418147
ENSGALG00010015930,,
ENSGALG00010015931,RBM47,770355
ENSGALG00010015932,ACOT8,419303
ENSGALG00010015933,NMS,101750419
ENSGALG00010015934,TMC2,428456
ENSGALG00010015935,,421321
ENSGALG00010015936,RPL36AL,100859914
ENSGALG00010015937,,
ENSGALG00010015938,,
ENSGALG00010015939,SUN2,418021
ENSGALG00010015940,,
ENSGALG00010015941,,
ENSGALG00010015942,AP3S2,415581
ENSGALG00010015943,NME9,428461
ENSGALG00010015944,,
ENSGALG00010015945,,
ENSGALG00010015946,TLE4,374080
ENSGALG00010015947,,
ENSGALG00010015948,,
ENSGALG00010015949,,
ENSGALG00010015950,,
ENSGALG00010015951,,
ENSGALG00010015952,,
ENSGALG00010015953,,
ENSGALG00010015954,CTSA,428163
ENSGALG00010015955,,
ENSGALG00010015956,MESP1,395252
ENSGALG00010015957,,771315
ENSGALG00010015958,,
ENSGALG00010015959,TRNAU1AP,419597
ENSGALG00010015960,CHRNA9,395522
ENSGALG00010015961,,
ENSGALG00010015962,,
ENSGALG00010015963,C9H3orf58,424771
ENSGALG00010015964,KLC1,423484
ENSGALG00010015965,,
ENSGALG00010015966,,
ENSGALG00010015967,ZSWIM1,101751947
ENSGALG00010015968,,
ENSGALG00010015969,,
ENSGALG00010015970,THPO,414803
ENSGALG00010015971,,422881
ENSGALG00010015972,FSTL4,395163
ENSGALG00010015973,,
ENSGALG00010015974,VPS37A,422732
ENSGALG00010015975,BTK,374075
ENSGALG00010015976,,
ENSGALG00010015977,,
ENSGALG00010015978,,
ENSGALG00010015979,,776271
ENSGALG00010015980,EXOSC7,420704
ENSGALG00010015981,,
ENSGALG00010015982,,
ENSGALG00010015983,CNOT7,422733
ENSGALG00010015984,PDCL3,418709
ENSGALG00010015985,TIMM8A,422190
ENSGALG00010015986,NEURL2,101751906
ENSGALG00010015987,POLR2H,424954
ENSGALG00010015988,,
ENSGALG00010015989,ENAH,374180
ENSGALG00010015990,,
ENSGALG00010015991,,
ENSGALG00010015992,ATP10A,418685
ENSGALG00010015993,,
ENSGALG00010015994,,769755
ENSGALG00010015995,,
ENSGALG00010015996,,
ENSGALG00010015997,SOX1,374240
ENSGALG00010015998,,
ENSGALG00010015999,,
ENSGALG00010016000,,
ENSGALG00010016001,,
ENSGALG00010016002,,
ENSGALG00010016003,,
ENSGALG00010016004,XRCC3,423485
ENSGALG00010016005,,
ENSGALG00010016006,PLTP,428164
ENSGALG00010016007,,
ENSGALG00010016008,TAF7,422192
ENSGALG00010016009,,
ENSGALG00010016010,,
ENSGALG00010016011,ADD1,422882
ENSGALG00010016012,,
ENSGALG00010016013,,
ENSGALG00010016014,,
ENSGALG00010016015,ZDHHC3,420705
ENSGALG00010016016,ZDHHC2,422734
ENSGALG00010016017,RAPGEF6,101751943
ENSGALG00010016018,,
ENSGALG00010016019,,
ENSGALG00010016020,,
ENSGALG00010016021,,769785
ENSGALG00010016022,EPHB3,396179
ENSGALG00010016023,,
ENSGALG00010016024,,
ENSGALG00010016025,PCIF1,771963
ENSGALG00010016026,,
ENSGALG00010016027,COPS2,430917
ENSGALG00010016028,,
ENSGALG00010016029,,
ENSGALG00010016030,TGM4,420706
ENSGALG00010016031,,
ENSGALG00010016032,,
ENSGALG00010016033,,
ENSGALG00010016034,,
ENSGALG00010016035,,
ENSGALG00010016036,NKX1-1,
ENSGALG00010016037,,
ENSGALG00010016038,,
ENSGALG00010016039,,107054849
ENSGALG00010016040,RPSAP58,395181
ENSGALG00010016041,,
ENSGALG00010016042,,
ENSGALG00010016043,ADAMTSL1,431603
ENSGALG00010016044,,
ENSGALG00010016045,,
ENSGALG00010016046,,
ENSGALG00010016047,SRP9,770243
ENSGALG00010016048,,
ENSGALG00010016049,ZFYVE21,423486
ENSGALG00010016050,,
ENSGALG00010016051,,
ENSGALG00010016052,,
ENSGALG00010016053,DRP2,422193
ENSGALG00010016054,,
ENSGALG00010016055,,
ENSGALG00010016056,,
ENSGALG00010016057,SOHO1,396346
ENSGALG00010016058,,
ENSGALG00010016059,EPDR1,420731
ENSGALG00010016060,MARK1,421342
ENSGALG00010016061,,
ENSGALG00010016062,,
ENSGALG00010016063,,
ENSGALG00010016064,,
ENSGALG00010016065,,
ENSGALG00010016066,C14orf2,772187
ENSGALG00010016067,AHSG,424956
ENSGALG00010016068,,
ENSGALG00010016069,GALK2,415596
ENSGALG00010016070,,
ENSGALG00010016071,,
ENSGALG00010016072,,
ENSGALG00010016073,SAXO1,
ENSGALG00010016074,,
ENSGALG00010016075,,
ENSGALG00010016076,RAB3GAP2,421343
ENSGALG00010016077,,
ENSGALG00010016078,,
ENSGALG00010016079,,
ENSGALG00010016080,,
ENSGALG00010016081,,
ENSGALG00010016082,,
ENSGALG00010016083,CDH22,419305
ENSGALG00010016084,,
ENSGALG00010016085,,
ENSGALG00010016086,TDRD9,423488
ENSGALG00010016087,IARS2,421346
ENSGALG00010016088,,
ENSGALG00010016089,,
ENSGALG00010016090,,
ENSGALG00010016091,HMX1,396546
ENSGALG00010016092,,
ENSGALG00010016093,,
ENSGALG00010016094,FGF7,415439
ENSGALG00010016095,,
ENSGALG00010016096,,
ENSGALG00010016097,FNIP1,427642
ENSGALG00010016098,,
ENSGALG00010016099,,
ENSGALG00010016100,SFRP4,420732
ENSGALG00010016101,FAM227B,101752060
ENSGALG00010016102,,
ENSGALG00010016103,BPNT1,421347
ENSGALG00010016104,,
ENSGALG00010016105,,
ENSGALG00010016106,,
ENSGALG00010016107,UVSSA,422903
ENSGALG00010016108,,
ENSGALG00010016109,MLH1,420729
ENSGALG00010016110,,
ENSGALG00010016111,EPB41,396493
ENSGALG00010016112,,
ENSGALG00010016113,DTWD1,770318
ENSGALG00010016114,HAUS6,427238
ENSGALG00010016115,RD3L,772190
ENSGALG00010016116,,
ENSGALG00010016117,,771537
ENSGALG00010016118,EPRS,421348
ENSGALG00010016119,FETUB,395404
ENSGALG00010016120,,
ENSGALG00010016121,SLC35C2,419306
ENSGALG00010016122,AFG2B,415441
ENSGALG00010016123,,
ENSGALG00010016124,,
ENSGALG00010016125,,
ENSGALG00010016126,,
ENSGALG00010016127,,416324
ENSGALG00010016128,,
ENSGALG00010016129,CENPI,395207
ENSGALG00010016130,,
ENSGALG00010016131,SMYD1,373960
ENSGALG00010016132,,
ENSGALG00010016133,,
ENSGALG00010016134,,
ENSGALG00010016135,,
ENSGALG00010016136,,
ENSGALG00010016137,STARD3NL,420730
ENSGALG00010016138,,
ENSGALG00010016139,LURAP1L,768654
ENSGALG00010016140,,
ENSGALG00010016141,RRP15,421353
ENSGALG00010016142,,
ENSGALG00010016143,,
ENSGALG00010016144,,
ENSGALG00010016145,CSF2,416325
ENSGALG00010016146,,
ENSGALG00010016147,FABP1,374015
ENSGALG00010016148,,
ENSGALG00010016149,,
ENSGALG00010016150,POLG,404292
ENSGALG00010016151,,
ENSGALG00010016152,,
ENSGALG00010016153,,
ENSGALG00010016154,,
ENSGALG00010016155,,
ENSGALG00010016156,,
ENSGALG00010016157,IL3,474356
ENSGALG00010016158,,
ENSGALG00010016159,ASPG,772201
ENSGALG00010016160,,
ENSGALG00010016161,,
ENSGALG00010016162,,
ENSGALG00010016163,,
ENSGALG00010016164,,
ENSGALG00010016165,KK34,407087
ENSGALG00010016166,,
ENSGALG00010016167,,
ENSGALG00010016168,PLIN2,427237
ENSGALG00010016169,RHOH,428786
ENSGALG00010016170,,
ENSGALG00010016171,,
ENSGALG00010016172,,
ENSGALG00010016173,,769706
ENSGALG00010016174,,
ENSGALG00010016175,,
ENSGALG00010016176,,
ENSGALG00010016177,,770588
ENSGALG00010016178,,
ENSGALG00010016179,,
ENSGALG00010016180,,
ENSGALG00010016181,FANCI,415491
ENSGALG00010016182,ELMO2,419307
ENSGALG00010016183,,
ENSGALG00010016184,,
ENSGALG00010016185,,
ENSGALG00010016186,,
ENSGALG00010016187,,
ENSGALG00010016188,,
ENSGALG00010016189,,
ENSGALG00010016190,THNSL2,422927
ENSGALG00010016191,,
ENSGALG00010016192,,
ENSGALG00010016193,TCAIM,420670
ENSGALG00010016194,,
ENSGALG00010016195,,
ENSGALG00010016196,,
ENSGALG00010016197,SNRPN,395298
ENSGALG00010016198,,
ENSGALG00010016199,RLBP1,415492
ENSGALG00010016200,MICU3,422736
ENSGALG00010016201,,
ENSGALG00010016202,,
ENSGALG00010016203,,
ENSGALG00010016204,,
ENSGALG00010016205,CD40LG,395485
ENSGALG00010016206,KNG1,424957
ENSGALG00010016207,,
ENSGALG00010016208,,
ENSGALG00010016209,ADAMTS7,415570
ENSGALG00010016210,,
ENSGALG00010016211,TACC3,422899
ENSGALG00010016212,,
ENSGALG00010016213,,
ENSGALG00010016214,,
ENSGALG00010016215,SPATA17,421354
ENSGALG00010016216,,
ENSGALG00010016217,,
ENSGALG00010016218,N4BP2,422786
ENSGALG00010016219,,
ENSGALG00010016220,,
ENSGALG00010016221,TMEM200B,428217
ENSGALG00010016222,,
ENSGALG00010016223,,
ENSGALG00010016224,MOSPD1,422238
